"trade_id","edge_id","symbol","timeframe","pnl","loss_reason","what_was_not_analyzed","lesson_learned"
"USDCHF_M15_SMA_CROSS_13,55_1039_1052","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.0017","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1118_1169","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00027","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1169_1183","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00155","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1183_1239","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00055","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1341_1388","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00032","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1468_1471","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00058","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1471_1492","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00215","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1576_1593","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00061","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1632_1674","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.0004","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1674_1681","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00139","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1960_1970","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00114","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_1970_2010","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00166","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2010_2062","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00037","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2184_2211","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00049","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2211_2220","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.0005","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2220_2229","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00073","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2308_2351","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00053","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2406_2442","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00029","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2803_2808","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00071","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2808_2863","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00212","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2925_2926","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00054","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2926_2939","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00124","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2939_2947","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00199","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2947_2975","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00088","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_2975_3024","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.0002","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3024_3029","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00183","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3283_3320","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00074","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3320_3342","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00066","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3342_3346","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00157","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3492_3506","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00055","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3506_3510","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00042","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3510_3518","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00112","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3681_3687","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00029","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3940_3980","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00053","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_3980_4008","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00301","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4102_4119","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00151","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4163_4212","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00041","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4271_4315","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00043","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4315_4350","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00017","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4350_4376","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00125","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4376_4414","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00288","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4480_4485","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00104","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4485_4523","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00294","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4849_4852","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00149","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4961_4965","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00046","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"USDCHF_M15_SMA_CROSS_13,55_4965_4996","USDCHF_M15_SMA_CROSS_13,55","USDCHF","M15","-0.00027","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_118_168","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.0002","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_168_186","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00115","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_392_428","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.0006","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_428_449","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00042","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_449_465","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.0012","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_827_844","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00154","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_844_855","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00245","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_855_889","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00098","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_889_934","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00035","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1168_1178","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00182","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1340_1374","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00216","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1474_1492","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00076","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1576_1610","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00093","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1610_1637","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00057","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1637_1666","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00153","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1666_1686","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00129","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1833_1842","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00199","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1911_1947","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00128","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_1947_2006","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00015","movimento insuficiente frente ao ATR","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2174_2180","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00011","movimento insuficiente frente ao ATR; cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2180_2182","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00039","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2234_2307","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00011","movimento insuficiente frente ao ATR","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2307_2344","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00119","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2391_2426","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00045","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2426_2447","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00083","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2447_2470","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00108","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2909_2939","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00142","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2939_2949","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.0016","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2949_2970","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00316","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_2970_3017","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00107","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_3072_3078","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00067","sinal oposto invalidou a tese antes do alvo","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_3078_3081","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00217","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_3081_3129","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","0.0","movimento insuficiente frente ao ATR","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_3129_3144","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00046","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
"NZDUSD_M15_SMA_CROSS_13,55_3144_3166","NZDUSD_M15_SMA_CROSS_13,55","NZDUSD","M15","-0.00039","cruzamento fraco sem distância suficiente entre médias","notícia, spread real, liquidez intrabar, alinhamento multi-timeframe, sessão","exigir confirmação adicional: distância mínima entre médias, filtro de volatilidade e/ou alinhamento multi-timeframe"
